timestamp,session_id,module,event_type,severity,error_code,message
2026-08-01T06:11:36.295000,14112bf0,voice_assistant,wake_word_detected,INFO,,voice_assistant wake word detected
2026-08-01T06:11:37.172000,14112bf0,voice_assistant,error,ERROR,E-VA-201,Voice assistant failed to reach cloud NLU endpoint
2026-08-01T06:13:00.923000,b1eef8fe,voice_assistant,wake_word_detected,INFO,,voice_assistant wake word detected
2026-08-01T06:13:01.305000,b1eef8fe,voice_assistant,cloud_request_sent,INFO,,voice_assistant cloud request sent
2026-08-01T06:13:01.412000,b1eef8fe,voice_assistant,response_received,INFO,,voice_assistant response received
2026-08-01T06:13:32.872000,bc43cd42,bluetooth,connect_attempt,INFO,,bluetooth connect attempt
2026-08-01T06:13:33.196000,bc43cd42,bluetooth,handshake,INFO,,bluetooth handshake
2026-08-01T06:13:33.313000,bc43cd42,bluetooth,paired,INFO,,bluetooth paired
2026-08-01T06:13:33.579000,bc43cd42,bluetooth,disconnect,INFO,,bluetooth disconnect
2026-08-01T06:15:31.951000,792be1fc,navigation,gps_search,INFO,,navigation gps search
2026-08-01T06:15:32.218000,792be1fc,navigation,gps_fix_acquired,INFO,,navigation gps fix acquired
2026-08-01T06:15:32.939000,792be1fc,navigation,route_calculated,INFO,,navigation route calculated
2026-08-01T06:16:38.647000,67290346,cloud_sync,connect_attempt,INFO,,cloud_sync connect attempt
2026-08-01T06:16:39.166000,67290346,cloud_sync,auth_handshake,INFO,,cloud_sync auth handshake
2026-08-01T06:16:39.362000,67290346,cloud_sync,sync_started,INFO,,cloud_sync sync started
2026-08-01T06:16:39.683000,67290346,cloud_sync,sync_complete,INFO,,cloud_sync sync complete
2026-08-01T06:16:59.284000,26bb7d92,wifi,connect_attempt,INFO,,wifi connect attempt
2026-08-01T06:16:59.603000,26bb7d92,wifi,dhcp_request,INFO,,wifi dhcp request
2026-08-01T06:17:00.251000,26bb7d92,wifi,authenticated,INFO,,wifi authenticated
2026-08-01T06:17:00.739000,26bb7d92,wifi,disconnect,INFO,,wifi disconnect
2026-08-01T06:18:57.013000,acf33792,navigation,gps_search,INFO,,navigation gps search
2026-08-01T06:18:57.204000,acf33792,navigation,gps_fix_acquired,INFO,,navigation gps fix acquired
2026-08-01T06:18:57.775000,acf33792,navigation,route_calculated,INFO,,navigation route calculated
2026-08-01T06:20:02.937000,0dbb5413,bluetooth,connect_attempt,INFO,,bluetooth connect attempt
2026-08-01T06:20:03.143000,0dbb5413,bluetooth,handshake,INFO,,bluetooth handshake
2026-08-01T06:20:03.835000,0dbb5413,bluetooth,paired,INFO,,bluetooth paired
2026-08-01T06:20:04.048000,0dbb5413,bluetooth,disconnect,INFO,,bluetooth disconnect
2026-08-01T06:21:47.163000,067bd06e,voice_assistant,wake_word_detected,INFO,,voice_assistant wake word detected
2026-08-01T06:21:47.607000,067bd06e,voice_assistant,cloud_request_sent,INFO,,voice_assistant cloud request sent
2026-08-01T06:21:48.047000,067bd06e,voice_assistant,response_received,INFO,,voice_assistant response received
2026-08-01T06:23:06.663000,b3eebc3f,cloud_sync,connect_attempt,INFO,,cloud_sync connect attempt
2026-08-01T06:23:06.724000,b3eebc3f,cloud_sync,auth_handshake,INFO,,cloud_sync auth handshake
2026-08-01T06:23:07.470000,b3eebc3f,cloud_sync,sync_started,INFO,,cloud_sync sync started
2026-08-01T06:23:08.258000,b3eebc3f,cloud_sync,sync_complete,INFO,,cloud_sync sync complete
2026-08-01T06:23:24.581000,de4fd61a,voice_assistant,wake_word_detected,INFO,,voice_assistant wake word detected
2026-08-01T06:23:25.287000,de4fd61a,voice_assistant,cloud_request_sent,INFO,,voice_assistant cloud request sent
2026-08-01T06:23:25.685000,de4fd61a,voice_assistant,response_received,INFO,,voice_assistant response received
2026-08-01T06:23:42.199000,4ebafbdf,infotainment_boot,power_on,INFO,,infotainment_boot power on
2026-08-01T06:23:42.252000,4ebafbdf,infotainment_boot,kernel_init,INFO,,infotainment_boot kernel init
2026-08-01T06:23:43.041000,4ebafbdf,infotainment_boot,services_started,INFO,,infotainment_boot services started
2026-08-01T06:23:43.827000,4ebafbdf,infotainment_boot,ui_ready,INFO,,infotainment_boot ui ready
2026-08-01T06:24:19.396000,0eb41b9b,navigation,gps_search,INFO,,navigation gps search
2026-08-01T06:24:19.554000,0eb41b9b,navigation,gps_fix_acquired,INFO,,navigation gps fix acquired
2026-08-01T06:24:20.244000,0eb41b9b,navigation,route_calculated,INFO,,navigation route calculated
2026-08-01T06:25:00.497000,31b5c1b7,voice_assistant,wake_word_detected,INFO,,voice_assistant wake word detected
2026-08-01T06:25:00.703000,31b5c1b7,voice_assistant,cloud_request_sent,INFO,,voice_assistant cloud request sent
2026-08-01T06:25:01.135000,31b5c1b7,voice_assistant,response_received,INFO,,voice_assistant response received
2026-08-01T06:26:40.728000,8ed3f31a,wifi,connect_attempt,INFO,,wifi connect attempt
2026-08-01T06:26:40.778000,8ed3f31a,wifi,dhcp_request,INFO,,wifi dhcp request
2026-08-01T06:26:41.441000,8ed3f31a,wifi,authenticated,INFO,,wifi authenticated
2026-08-01T06:26:41.822000,8ed3f31a,wifi,disconnect,INFO,,wifi disconnect
2026-08-01T06:27:46.117000,f2bef7a6,bluetooth,connect_attempt,INFO,,bluetooth connect attempt
2026-08-01T06:27:46.226000,f2bef7a6,bluetooth,handshake,INFO,,bluetooth handshake
2026-08-01T06:27:46.522000,f2bef7a6,bluetooth,paired,INFO,,bluetooth paired
2026-08-01T06:27:47.783000,f2bef7a6,bluetooth,error,ERROR,E-BT-207,Bluetooth signal lost during active session
2026-08-01T06:27:50.273000,f2bef7a6,bluetooth,reconnect,WARN,,bluetooth attempting reconnect after error E-BT-207
2026-08-01T06:29:36.868000,718271fc,bluetooth,connect_attempt,INFO,,bluetooth connect attempt
2026-08-01T06:29:37.046000,718271fc,bluetooth,handshake,INFO,,bluetooth handshake
2026-08-01T06:29:37.227000,718271fc,bluetooth,paired,INFO,,bluetooth paired
2026-08-01T06:29:37.952000,718271fc,bluetooth,disconnect,INFO,,bluetooth disconnect
2026-08-01T06:30:40.554000,73d6547c,navigation,gps_search,INFO,,navigation gps search
2026-08-01T06:30:41.065000,73d6547c,navigation,error,ERROR,E-NAV-118,Navigation module lost GPS fix for 10s
2026-08-01T06:30:43.094000,73d6547c,navigation,reconnect,WARN,,navigation attempting reconnect after error E-NAV-118
2026-08-01T06:31:41.397000,c824bcb6,navigation,gps_search,INFO,,navigation gps search
2026-08-01T06:31:41.677000,c824bcb6,navigation,gps_fix_acquired,INFO,,navigation gps fix acquired
2026-08-01T06:31:41.792000,c824bcb6,navigation,route_calculated,INFO,,navigation route calculated
2026-08-01T06:32:27.077000,abba7915,bluetooth,connect_attempt,INFO,,bluetooth connect attempt
2026-08-01T06:32:27.729000,abba7915,bluetooth,handshake,INFO,,bluetooth handshake
2026-08-01T06:32:28.004000,abba7915,bluetooth,paired,INFO,,bluetooth paired
2026-08-01T06:32:28.061000,abba7915,bluetooth,disconnect,INFO,,bluetooth disconnect
2026-08-01T06:32:39.345000,181ddfb5,voice_assistant,wake_word_detected,INFO,,voice_assistant wake word detected
2026-08-01T06:32:39.464000,181ddfb5,voice_assistant,cloud_request_sent,INFO,,voice_assistant cloud request sent
2026-08-01T06:32:39.546000,181ddfb5,voice_assistant,response_received,INFO,,voice_assistant response received
2026-08-01T06:34:32.281000,748e3f3e,infotainment_boot,power_on,INFO,,infotainment_boot power on
2026-08-01T06:34:32.828000,748e3f3e,infotainment_boot,kernel_init,INFO,,infotainment_boot kernel init
2026-08-01T06:34:33.097000,748e3f3e,infotainment_boot,services_started,INFO,,infotainment_boot services started
2026-08-01T06:34:34.301000,748e3f3e,infotainment_boot,error,ERROR,E-BOOT-050,Infotainment head unit boot exceeded 8s watchdog limit
2026-08-01T06:36:28.599000,6961fadc,navigation,gps_search,INFO,,navigation gps search
2026-08-01T06:36:29.133000,6961fadc,navigation,gps_fix_acquired,INFO,,navigation gps fix acquired
2026-08-01T06:36:29.599000,6961fadc,navigation,route_calculated,INFO,,navigation route calculated
2026-08-01T06:36:56.082000,df38a0f2,bluetooth,connect_attempt,INFO,,bluetooth connect attempt
2026-08-01T06:36:56.552000,df38a0f2,bluetooth,handshake,INFO,,bluetooth handshake
2026-08-01T06:36:57.080000,df38a0f2,bluetooth,paired,INFO,,bluetooth paired
2026-08-01T06:36:57.290000,df38a0f2,bluetooth,error,ERROR,E-BT-207,Bluetooth signal lost during active session
2026-08-01T06:36:59.179000,df38a0f2,bluetooth,reconnect,WARN,,bluetooth attempting reconnect after error E-BT-207
2026-08-01T06:38:43.423000,5e1806a3,bluetooth,connect_attempt,INFO,,bluetooth connect attempt
2026-08-01T06:38:44.022000,5e1806a3,bluetooth,handshake,INFO,,bluetooth handshake
2026-08-01T06:38:44.531000,5e1806a3,bluetooth,paired,INFO,,bluetooth paired
2026-08-01T06:38:44.724000,5e1806a3,bluetooth,disconnect,INFO,,bluetooth disconnect
2026-08-01T06:39:41.029000,280948ac,wifi,connect_attempt,INFO,,wifi connect attempt
2026-08-01T06:39:41.156000,280948ac,wifi,dhcp_request,INFO,,wifi dhcp request
2026-08-01T06:39:41.659000,280948ac,wifi,authenticated,INFO,,wifi authenticated
2026-08-01T06:39:42.272000,280948ac,wifi,disconnect,INFO,,wifi disconnect
2026-08-01T06:39:56.875000,f9e476f9,bluetooth,connect_attempt,INFO,,bluetooth connect attempt
2026-08-01T06:39:56.940000,f9e476f9,bluetooth,handshake,INFO,,bluetooth handshake
2026-08-01T06:39:57.085000,f9e476f9,bluetooth,paired,INFO,,bluetooth paired
2026-08-01T06:39:57.377000,f9e476f9,bluetooth,disconnect,INFO,,bluetooth disconnect
2026-08-01T06:40:20.645000,b44f27f6,cloud_sync,connect_attempt,INFO,,cloud_sync connect attempt
2026-08-01T06:40:21.105000,b44f27f6,cloud_sync,auth_handshake,INFO,,cloud_sync auth handshake
2026-08-01T06:40:21.215000,b44f27f6,cloud_sync,sync_started,INFO,,cloud_sync sync started
2026-08-01T06:40:21.433000,b44f27f6,cloud_sync,sync_complete,INFO,,cloud_sync sync complete
2026-08-01T06:41:11.754000,8388e27e,bluetooth,connect_attempt,INFO,,bluetooth connect attempt
2026-08-01T06:41:12.269000,8388e27e,bluetooth,handshake,INFO,,bluetooth handshake
2026-08-01T06:41:12.611000,8388e27e,bluetooth,paired,INFO,,bluetooth paired
2026-08-01T06:41:13.094000,8388e27e,bluetooth,disconnect,INFO,,bluetooth disconnect
2026-08-01T06:42:44.713000,cdd33d3e,voice_assistant,wake_word_detected,INFO,,voice_assistant wake word detected
2026-08-01T06:42:45.440000,cdd33d3e,voice_assistant,cloud_request_sent,INFO,,voice_assistant cloud request sent
2026-08-01T06:42:46.225000,cdd33d3e,voice_assistant,response_received,INFO,,voice_assistant response received
2026-08-01T06:43:50.497000,fc45008c,wifi,connect_attempt,INFO,,wifi connect attempt
2026-08-01T06:43:50.606000,fc45008c,wifi,dhcp_request,INFO,,wifi dhcp request
2026-08-01T06:43:51.249000,fc45008c,wifi,authenticated,INFO,,wifi authenticated
2026-08-01T06:43:51.854000,fc45008c,wifi,disconnect,INFO,,wifi disconnect
2026-08-01T06:44:00.955000,565476d9,voice_assistant,wake_word_detected,INFO,,voice_assistant wake word detected
2026-08-01T06:44:01.603000,565476d9,voice_assistant,cloud_request_sent,INFO,,voice_assistant cloud request sent
2026-08-01T06:44:02.141000,565476d9,voice_assistant,response_received,INFO,,voice_assistant response received
2026-08-01T06:45:08.261000,45f4a369,navigation,gps_search,INFO,,navigation gps search
2026-08-01T06:45:09.579000,45f4a369,navigation,error,ERROR,E-NAV-118,Navigation module lost GPS fix for 5s
2026-08-01T06:45:42.263000,735adb8a,cloud_sync,connect_attempt,INFO,,cloud_sync connect attempt
2026-08-01T06:45:42.530000,735adb8a,cloud_sync,error,ERROR,E-CLOUD-410,Cloud sync rejected: authentication token expired
2026-08-01T06:46:56.847000,84f8d79f,navigation,gps_search,INFO,,navigation gps search
2026-08-01T06:46:57.106000,84f8d79f,navigation,gps_fix_acquired,INFO,,navigation gps fix acquired
2026-08-01T06:46:57.841000,84f8d79f,navigation,route_calculated,INFO,,navigation route calculated
2026-08-01T06:48:31.296000,f8614a6b,infotainment_boot,power_on,INFO,,infotainment_boot power on
2026-08-01T06:48:31.480000,f8614a6b,infotainment_boot,kernel_init,INFO,,infotainment_boot kernel init
2026-08-01T06:48:32.217000,f8614a6b,infotainment_boot,services_started,INFO,,infotainment_boot services started
2026-08-01T06:48:32.927000,f8614a6b,infotainment_boot,ui_ready,INFO,,infotainment_boot ui ready
2026-08-01T06:49:13.051000,06971c0c,cloud_sync,connect_attempt,INFO,,cloud_sync connect attempt
2026-08-01T06:49:13.110000,06971c0c,cloud_sync,auth_handshake,INFO,,cloud_sync auth handshake
2026-08-01T06:49:13.629000,06971c0c,cloud_sync,sync_started,INFO,,cloud_sync sync started
2026-08-01T06:49:14.315000,06971c0c,cloud_sync,sync_complete,INFO,,cloud_sync sync complete
2026-08-01T06:50:28.500000,51397754,bluetooth,connect_attempt,INFO,,bluetooth connect attempt
2026-08-01T06:50:28.907000,51397754,bluetooth,handshake,INFO,,bluetooth handshake
2026-08-01T06:50:29.027000,51397754,bluetooth,paired,INFO,,bluetooth paired
2026-08-01T06:50:29.627000,51397754,bluetooth,error,ERROR,E-BT-104,Bluetooth pairing handshake timed out after 10s
2026-08-01T06:50:31.921000,51397754,bluetooth,reconnect,WARN,,bluetooth attempting reconnect after error E-BT-104
2026-08-01T06:52:20.597000,e7a200e4,navigation,gps_search,INFO,,navigation gps search
2026-08-01T06:52:21.316000,e7a200e4,navigation,gps_fix_acquired,INFO,,navigation gps fix acquired
2026-08-01T06:52:21.907000,e7a200e4,navigation,route_calculated,INFO,,navigation route calculated
2026-08-01T06:52:25.263000,ffae3a6f,voice_assistant,wake_word_detected,INFO,,voice_assistant wake word detected
2026-08-01T06:52:25.992000,ffae3a6f,voice_assistant,cloud_request_sent,INFO,,voice_assistant cloud request sent
2026-08-01T06:52:26.148000,ffae3a6f,voice_assistant,response_received,INFO,,voice_assistant response received
2026-08-01T06:54:20.307000,509d1920,wifi,connect_attempt,INFO,,wifi connect attempt
2026-08-01T06:54:20.923000,509d1920,wifi,dhcp_request,INFO,,wifi dhcp request
2026-08-01T06:54:21.132000,509d1920,wifi,authenticated,INFO,,wifi authenticated
2026-08-01T06:54:21.460000,509d1920,wifi,disconnect,INFO,,wifi disconnect
2026-08-01T06:54:59.861000,91407ac2,navigation,gps_search,INFO,,navigation gps search
2026-08-01T06:55:00.119000,91407ac2,navigation,gps_fix_acquired,INFO,,navigation gps fix acquired
2026-08-01T06:55:00.872000,91407ac2,navigation,route_calculated,INFO,,navigation route calculated
2026-08-01T06:56:24.179000,64964bd5,infotainment_boot,power_on,INFO,,infotainment_boot power on
2026-08-01T06:56:24.281000,64964bd5,infotainment_boot,kernel_init,INFO,,infotainment_boot kernel init
2026-08-01T06:56:24.425000,64964bd5,infotainment_boot,services_started,INFO,,infotainment_boot services started
2026-08-01T06:56:25.124000,64964bd5,infotainment_boot,ui_ready,INFO,,infotainment_boot ui ready
2026-08-01T06:57:21.826000,dac020e3,infotainment_boot,power_on,INFO,,infotainment_boot power on
2026-08-01T06:57:22.144000,dac020e3,infotainment_boot,kernel_init,INFO,,infotainment_boot kernel init
2026-08-01T06:57:22.574000,dac020e3,infotainment_boot,error,ERROR,E-BOOT-092,Display controller failed self-test on boot
2026-08-01T06:57:24.825000,dac020e3,infotainment_boot,reconnect,WARN,,infotainment_boot attempting reconnect after error E-BOOT-092
2026-08-01T06:58:38.253000,2b9efcae,bluetooth,connect_attempt,INFO,,bluetooth connect attempt
2026-08-01T06:58:39.545000,2b9efcae,bluetooth,error,ERROR,E-BT-104,Bluetooth pairing handshake timed out after 30s
2026-08-01T06:58:40.567000,2b9efcae,bluetooth,reconnect,WARN,,bluetooth attempting reconnect after error E-BT-104
2026-08-01T06:58:47.657000,d7caeb70,infotainment_boot,power_on,INFO,,infotainment_boot power on
2026-08-01T06:58:48.073000,d7caeb70,infotainment_boot,kernel_init,INFO,,infotainment_boot kernel init
2026-08-01T06:58:48.338000,d7caeb70,infotainment_boot,services_started,INFO,,infotainment_boot services started
2026-08-01T06:58:49.086000,d7caeb70,infotainment_boot,ui_ready,INFO,,infotainment_boot ui ready
2026-08-01T06:59:22.294000,6b7a77e9,voice_assistant,wake_word_detected,INFO,,voice_assistant wake word detected
2026-08-01T06:59:22.586000,6b7a77e9,voice_assistant,cloud_request_sent,INFO,,voice_assistant cloud request sent
2026-08-01T06:59:22.802000,6b7a77e9,voice_assistant,response_received,INFO,,voice_assistant response received
2026-08-01T06:59:23.264000,6b7a77e9,voice_assistant,error,ERROR,E-VA-201,Voice assistant failed to reach cloud NLU endpoint
2026-08-01T06:59:25.124000,6b7a77e9,voice_assistant,reconnect,WARN,,voice_assistant attempting reconnect after error E-VA-201
2026-08-01T07:01:07.428000,81bf11d5,cloud_sync,connect_attempt,INFO,,cloud_sync connect attempt
2026-08-01T07:01:07.751000,81bf11d5,cloud_sync,auth_handshake,INFO,,cloud_sync auth handshake
2026-08-01T07:01:07.964000,81bf11d5,cloud_sync,sync_started,INFO,,cloud_sync sync started
2026-08-01T07:01:08.732000,81bf11d5,cloud_sync,sync_complete,INFO,,cloud_sync sync complete
2026-08-01T07:01:24.263000,ac90c40f,cloud_sync,connect_attempt,INFO,,cloud_sync connect attempt
2026-08-01T07:01:24.540000,ac90c40f,cloud_sync,auth_handshake,INFO,,cloud_sync auth handshake
2026-08-01T07:01:24.794000,ac90c40f,cloud_sync,sync_started,INFO,,cloud_sync sync started
2026-08-01T07:01:25.315000,ac90c40f,cloud_sync,sync_complete,INFO,,cloud_sync sync complete
2026-08-01T07:02:11.598000,eb2e4c75,infotainment_boot,power_on,INFO,,infotainment_boot power on
2026-08-01T07:02:11.876000,eb2e4c75,infotainment_boot,kernel_init,INFO,,infotainment_boot kernel init
2026-08-01T07:02:11.950000,eb2e4c75,infotainment_boot,services_started,INFO,,infotainment_boot services started
2026-08-01T07:02:12.675000,eb2e4c75,infotainment_boot,ui_ready,INFO,,infotainment_boot ui ready
2026-08-01T07:02:38.796000,7a0ef4ac,cloud_sync,connect_attempt,INFO,,cloud_sync connect attempt
2026-08-01T07:02:39.131000,7a0ef4ac,cloud_sync,auth_handshake,INFO,,cloud_sync auth handshake
2026-08-01T07:02:39.540000,7a0ef4ac,cloud_sync,sync_started,INFO,,cloud_sync sync started
2026-08-01T07:02:40.246000,7a0ef4ac,cloud_sync,sync_complete,INFO,,cloud_sync sync complete
2026-08-01T07:03:47.845000,15483549,cloud_sync,connect_attempt,INFO,,cloud_sync connect attempt
2026-08-01T07:03:48.234000,15483549,cloud_sync,auth_handshake,INFO,,cloud_sync auth handshake
2026-08-01T07:03:48.312000,15483549,cloud_sync,sync_started,INFO,,cloud_sync sync started
2026-08-01T07:03:48.480000,15483549,cloud_sync,sync_complete,INFO,,cloud_sync sync complete
2026-08-01T07:05:42.641000,1e0c2c33,infotainment_boot,power_on,INFO,,infotainment_boot power on
2026-08-01T07:05:43.962000,1e0c2c33,infotainment_boot,error,ERROR,E-BOOT-092,Display controller failed self-test on boot
2026-08-01T07:05:45.746000,1e0c2c33,infotainment_boot,reconnect,WARN,,infotainment_boot attempting reconnect after error E-BOOT-092
2026-08-01T07:06:42.914000,ece0c1b6,navigation,gps_search,INFO,,navigation gps search
2026-08-01T07:06:43.358000,ece0c1b6,navigation,gps_fix_acquired,INFO,,navigation gps fix acquired
2026-08-01T07:06:43.998000,ece0c1b6,navigation,route_calculated,INFO,,navigation route calculated
2026-08-01T07:07:10.580000,80110429,infotainment_boot,power_on,INFO,,infotainment_boot power on
2026-08-01T07:07:11.782000,80110429,infotainment_boot,error,ERROR,E-BOOT-092,Display controller failed self-test on boot
2026-08-01T07:07:12.568000,80110429,infotainment_boot,reconnect,WARN,,infotainment_boot attempting reconnect after error E-BOOT-092
2026-08-01T07:08:40.297000,ef38054b,infotainment_boot,power_on,INFO,,infotainment_boot power on
2026-08-01T07:08:40.474000,ef38054b,infotainment_boot,kernel_init,INFO,,infotainment_boot kernel init
2026-08-01T07:08:41.261000,ef38054b,infotainment_boot,services_started,INFO,,infotainment_boot services started
2026-08-01T07:08:41.618000,ef38054b,infotainment_boot,ui_ready,INFO,,infotainment_boot ui ready
2026-08-01T07:09:48.002000,688fb4a3,infotainment_boot,power_on,INFO,,infotainment_boot power on
2026-08-01T07:09:48.464000,688fb4a3,infotainment_boot,kernel_init,INFO,,infotainment_boot kernel init
2026-08-01T07:09:49.227000,688fb4a3,infotainment_boot,services_started,INFO,,infotainment_boot services started
2026-08-01T07:09:49.579000,688fb4a3,infotainment_boot,ui_ready,INFO,,infotainment_boot ui ready
2026-08-01T07:11:02.309000,8860523d,wifi,connect_attempt,INFO,,wifi connect attempt
2026-08-01T07:11:02.747000,8860523d,wifi,dhcp_request,INFO,,wifi dhcp request
2026-08-01T07:11:03.490000,8860523d,wifi,authenticated,INFO,,wifi authenticated
2026-08-01T07:11:03.718000,8860523d,wifi,disconnect,INFO,,wifi disconnect
2026-08-01T07:12:24.329000,d97dcc8c,navigation,gps_search,INFO,,navigation gps search
2026-08-01T07:12:24.379000,d97dcc8c,navigation,gps_fix_acquired,INFO,,navigation gps fix acquired
2026-08-01T07:12:24.740000,d97dcc8c,navigation,route_calculated,INFO,,navigation route calculated
2026-08-01T07:13:03.383000,5d4b34d7,wifi,connect_attempt,INFO,,wifi connect attempt
2026-08-01T07:13:04.054000,5d4b34d7,wifi,dhcp_request,INFO,,wifi dhcp request
2026-08-01T07:13:04.774000,5d4b34d7,wifi,authenticated,INFO,,wifi authenticated
2026-08-01T07:13:05.153000,5d4b34d7,wifi,disconnect,INFO,,wifi disconnect
2026-08-01T07:14:06.421000,598d0b4a,cloud_sync,connect_attempt,INFO,,cloud_sync connect attempt
2026-08-01T07:14:06.994000,598d0b4a,cloud_sync,auth_handshake,INFO,,cloud_sync auth handshake
2026-08-01T07:14:07.528000,598d0b4a,cloud_sync,sync_started,INFO,,cloud_sync sync started
2026-08-01T07:14:07.751000,598d0b4a,cloud_sync,sync_complete,INFO,,cloud_sync sync complete
2026-08-01T07:15:34.480000,e6d45354,bluetooth,connect_attempt,INFO,,bluetooth connect attempt
2026-08-01T07:15:35.178000,e6d45354,bluetooth,handshake,INFO,,bluetooth handshake
2026-08-01T07:15:35.862000,e6d45354,bluetooth,paired,INFO,,bluetooth paired
2026-08-01T07:15:36.255000,e6d45354,bluetooth,disconnect,INFO,,bluetooth disconnect
2026-08-01T07:15:49.535000,aa5c86bc,wifi,connect_attempt,INFO,,wifi connect attempt
2026-08-01T07:15:49.788000,aa5c86bc,wifi,dhcp_request,INFO,,wifi dhcp request
2026-08-01T07:15:49.988000,aa5c86bc,wifi,authenticated,INFO,,wifi authenticated
2026-08-01T07:15:50.063000,aa5c86bc,wifi,disconnect,INFO,,wifi disconnect
2026-08-01T07:15:57.738000,f1e88f01,wifi,connect_attempt,INFO,,wifi connect attempt
2026-08-01T07:15:57.862000,f1e88f01,wifi,dhcp_request,INFO,,wifi dhcp request
2026-08-01T07:15:58.378000,f1e88f01,wifi,authenticated,INFO,,wifi authenticated
2026-08-01T07:15:58.852000,f1e88f01,wifi,disconnect,INFO,,wifi disconnect
2026-08-01T07:17:54.637000,57247ce4,voice_assistant,wake_word_detected,INFO,,voice_assistant wake word detected
2026-08-01T07:17:55.400000,57247ce4,voice_assistant,cloud_request_sent,INFO,,voice_assistant cloud request sent
2026-08-01T07:17:55.843000,57247ce4,voice_assistant,response_received,INFO,,voice_assistant response received
2026-08-01T07:19:01.564000,65f875d3,cloud_sync,connect_attempt,INFO,,cloud_sync connect attempt
2026-08-01T07:19:02.318000,65f875d3,cloud_sync,auth_handshake,INFO,,cloud_sync auth handshake
2026-08-01T07:19:02.373000,65f875d3,cloud_sync,sync_started,INFO,,cloud_sync sync started
2026-08-01T07:19:02.532000,65f875d3,cloud_sync,sync_complete,INFO,,cloud_sync sync complete
2026-08-01T07:20:44.294000,1150df75,cloud_sync,connect_attempt,INFO,,cloud_sync connect attempt
2026-08-01T07:20:44.874000,1150df75,cloud_sync,auth_handshake,INFO,,cloud_sync auth handshake
